Date,Open,High,Low,Close,Volume,upper_band,lower_band,SMA_5,SMA_10,SMA_15,SMA_20,WMA_5,WMA_10,WMA_15,WMA_20,EMA_5,EMA_10,EMA_15,EMA_20,DEMA_5,DEMA_10,DEMA_15,DEMA_20,TEMA_5,TEMA_10,TEMA_15,TEMA_20,RSI,MACD,MACD Signal,ADX,DI+,DI-,Stochastic Oscillator,Williams %R,close_1,close_2,close_5,diff_1,diff_2,diff_5,returns_1,returns_2,returns_5,volume_change_1,volume_change_2,volume_change_5,close_TCS,returns_TCS
2020-01-02,10.300000190734863,10.34000015258789,10.229999542236328,9.93571949005127,5688000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9915218353271484,
2020-01-03,10.289999961853027,10.350000381469727,10.260000228881836,9.955031394958496,6992200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93571949005127,,,0.019311904907226562,,,0.0019436845944134085,,,0.2292897327707455,,,4.0008697509765625,0.002341942756439286
2020-01-06,10.220000267028809,10.25,10.170000076293945,9.858473777770996,10068900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.955031394958496,9.93571949005127,,-0.0965576171875,-0.07724571228027344,,-0.009699378470709785,-0.00777454640880515,,0.4400188781785419,0.7702004219409282,,4.159782409667969,0.03971952814825275
2020-01-07,10.119999885559082,10.170000076293945,10.100000381469727,9.752262115478516,10589100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.858473777770996,9.955031394958496,,-0.10621166229248047,-0.20276927947998047,,-0.010773641507468179,-0.02036852235168929,,0.05166403480022641,0.5144160636137409,,4.103695392608643,-0.013483161265592014
2020-01-08,10.0,10.119999885559082,9.989999771118164,9.742607116699219,13440400,10.026650562090927,9.670986995892472,9.8488187789917,,,,9.809552510579428,,,,9.8488187789917,,,,,,,,,,,,,,,,,,,,9.752262115478516,9.858473777770996,,-0.009654998779296875,-0.11586666107177734,,-0.000990026587162074,-0.011753001903097249,,0.26926745426901255,0.33484293219716155,,4.056956768035889,-0.011389399090618868
2020-01-09,10.210000038146973,10.510000228881836,10.149999618530273,10.11917781829834,28436900,10.165997255399583,9.605023633882643,9.885510444641113,,,,9.899672190348307,,,,9.93893845876058,,,,,,,,,,,,,,,,,,,,9.742607116699219,9.752262115478516,9.93571949005127,0.3765707015991211,0.3669157028198242,0.1834583282470703,0.03865194368288383,0.03762365064383011,0.018464523724806226,1.115777804232017,1.6854879073764533,3.9994549929676513,3.851304292678833,-0.05069131546516803
2020-01-10,11.100000381469727,11.149999618530273,10.619999885559082,10.283324241638184,30794600,10.380315590031252,9.52202243792285,9.95116901397705,,,,10.03227678934733,,,,10.053733719719782,,,,,,,,,,,,,,,,,,,,10.11917781829834,9.742607116699219,9.955031394958496,0.16414642333984375,0.5407171249389648,0.3282928466796875,0.016221320179097942,0.0555002494160064,0.03297758024609987,0.0829098811755149,1.2911966905746852,3.404136037298704,3.776521682739258,-0.01941747632918378
2020-01-13,10.949999809265137,10.979999542236328,10.800000190734863,10.505406379699707,13659600,10.677273740643862,9.483837328081723,10.080555534362793,,,,10.217022577921549,,,,10.204291273046424,,,,,,,,,,,,,,,,,,,,10.283324241638184,10.11917781829834,9.858473777770996,0.22208213806152344,0.3862285614013672,0.6469326019287109,0.021596337219660144,0.03816797849949394,0.06562198333249336,-0.556428724516636,-0.5196522827734387,0.3566129368650002,3.841956615447998,0.017326772677570768
2020-01-14,10.869999885559082,10.899999618530273,10.770000457763672,10.48609447479248,15188300,10.788801515480104,9.665842496971068,10.227322006225586,,,,10.352202224731446,,,,10.298225673628442,,,,10.5276497664275,,,,,,,,,,,,,,,,10.505406379699707,10.283324241638184,9.752262115478516,-0.019311904907226562,0.20277023315429688,0.7338323593139648,-0.0018382825194219743,0.019718354531043536,0.07524739907772227,0.11191396526984687,-0.5067869041974892,0.4343334183263923,4.0289130210876465,0.04866176908086928
2020-01-15,10.829999923706055,10.930000305175781,10.729999542236328,10.476439476013184,11884300,10.675396363747556,10.0727805924292,10.374088478088378,10.111453628540039,,,10.43524138132731,10.23680218783292,,,10.357630274423355,10.111453628540039,,,10.550182736819336,,,,,,,,,,,,,,,,10.48609447479248,10.505406379699707,9.742607116699219,-0.009654998779296875,-0.028966903686523438,0.7338323593139648,-0.0009207430662108163,-0.00275733299974934,0.07532196983045192,-0.21753586642349698,-0.12996720255351546,-0.11577780423201689,4.449565410614014,0.1044084067649611
